order_id,product_name,department,aisle
20385,Asparation/Broccolini/Baby Broccoli,produce,fresh vegetables
21270,Asparation/Broccolini/Baby Broccoli,produce,fresh vegetables
3938,Organic Tomato Cluster,produce,fresh vegetables
7627,Organic Tomato Cluster,produce,fresh vegetables
8400,Organic Tomato Cluster,produce,fresh vegetables
9297,Organic Tomato Cluster,produce,fresh vegetables
10146,Organic Tomato Cluster,produce,fresh vegetables
10301,Organic Tomato Cluster,produce,fresh vegetables
10508,Organic Tomato Cluster,produce,fresh vegetables
11239,Organic Tomato Cluster,produce,fresh vegetables
13169,Organic Tomato Cluster,produce,fresh vegetables
15131,Organic Tomato Cluster,produce,fresh vegetables
18620,Organic Tomato Cluster,produce,fresh vegetables
18675,Organic Tomato Cluster,produce,fresh vegetables
19030,Organic Tomato Cluster,produce,fresh vegetables
21461,Organic Tomato Cluster,produce,fresh vegetables
24365,Organic Tomato Cluster,produce,fresh vegetables
3957,Sweet Onions,produce,fresh vegetables
6282,Sweet Onions,produce,fresh vegetables
12995,Sweet Onions,produce,fresh vegetables
17047,Sweet Onions,produce,fresh vegetables
21696,Sweet Onions,produce,fresh vegetables
3971,Red Potatoes,produce,fresh vegetables
7755,Red Potatoes,produce,fresh vegetables
12436,Red Potatoes,produce,fresh vegetables
3971,Yellow Bell Pepper,produce,fresh vegetables
4494,Yellow Bell Pepper,produce,fresh vegetables
4918,Yellow Bell Pepper,produce,fresh vegetables
4984,Yellow Bell Pepper,produce,fresh vegetables
5299,Yellow Bell Pepper,produce,fresh vegetables
10362,Yellow Bell Pepper,produce,fresh vegetables
12887,Yellow Bell Pepper,produce,fresh vegetables
15131,Yellow Bell Pepper,produce,fresh vegetables
16153,Yellow Bell Pepper,produce,fresh vegetables
17610,Yellow Bell Pepper,produce,fresh vegetables
20018,Yellow Bell Pepper,produce,fresh vegetables
22100,Yellow Bell Pepper,produce,fresh vegetables
25428,Yellow Bell Pepper,produce,fresh vegetables
3971,Broccoli,produce,fresh vegetables
4036,Sweet Onion,produce,fresh vegetables
6129,Sweet Onion,produce,fresh vegetables
8349,Sweet Onion,produce,fresh vegetables
8400,Sweet Onion,produce,fresh vegetables
12875,Sweet Onion,produce,fresh vegetables
17637,Sweet Onion,produce,fresh vegetables
19041,Sweet Onion,produce,fresh vegetables
23870,Sweet Onion,produce,fresh vegetables
24431,Sweet Onion,produce,fresh vegetables
24461,Sweet Onion,produce,fresh vegetables
25166,Sweet Onion,produce,fresh vegetables
4092,Kale Greens,produce,fresh vegetables
8980,Kale Greens,produce,fresh vegetables
11427,Kale Greens,produce,fresh vegetables
13562,Kale Greens,produce,fresh vegetables
13701,Kale Greens,produce,fresh vegetables
15701,Kale Greens,produce,fresh vegetables
19236,Kale Greens,produce,fresh vegetables
4164,Yukon Gold Potatoes,produce,fresh vegetables
4194,Jumbo Garlic,produce,fresh vegetables
4194,Organic Cauliflower,produce,fresh vegetables
9322,Organic Cauliflower,produce,fresh vegetables
14922,Organic Cauliflower,produce,fresh vegetables
24629,Organic Cauliflower,produce,fresh vegetables
4203,Mini Seedless Cucumbers,produce,fresh vegetables
10818,Mini Seedless Cucumbers,produce,fresh vegetables
16243,Mini Seedless Cucumbers,produce,fresh vegetables
17982,Mini Seedless Cucumbers,produce,fresh vegetables
4234,White Corn,produce,fresh vegetables
10812,White Corn,produce,fresh vegetables
17713,White Corn,produce,fresh vegetables
22167,White Corn,produce,fresh vegetables
4284,Organic Russet Potato,produce,fresh vegetables
7318,Organic Russet Potato,produce,fresh vegetables
10508,Organic Russet Potato,produce,fresh vegetables
22250,Organic Russet Potato,produce,fresh vegetables
24968,Organic Russet Potato,produce,fresh vegetables
4284,Organic Red On the Vine Tomato,produce,fresh vegetables
12594,Organic Red On the Vine Tomato,produce,fresh vegetables
16664,Organic Red On the Vine Tomato,produce,fresh vegetables
17709,Organic Red On the Vine Tomato,produce,fresh vegetables
17741,Organic Red On the Vine Tomato,produce,fresh vegetables
4347,Organic Broccoli,produce,fresh vegetables
5739,Organic Broccoli,produce,fresh vegetables
7692,Organic Broccoli,produce,fresh vegetables
7793,Organic Broccoli,produce,fresh vegetables
8595,Organic Broccoli,produce,fresh vegetables
10101,Organic Broccoli,produce,fresh vegetables
10508,Organic Broccoli,produce,fresh vegetables
11114,Organic Broccoli,produce,fresh vegetables
14922,Organic Broccoli,produce,fresh vegetables
17152,Organic Broccoli,produce,fresh vegetables
17829,Organic Broccoli,produce,fresh vegetables
18778,Organic Broccoli,produce,fresh vegetables
19030,Organic Broccoli,produce,fresh vegetables
19345,Organic Broccoli,produce,fresh vegetables
20358,Organic Broccoli,produce,fresh vegetables
22150,Organic Broccoli,produce,fresh vegetables
22167,Organic Broccoli,produce,fresh vegetables
22875,Organic Broccoli,produce,fresh vegetables
24994,Organic Broccoli,produce,fresh vegetables
4494,Organic Lettuce,produce,fresh vegetables
4556,White Onion,produce,fresh vegetables
8121,White Onion,produce,fresh vegetables
12151,White Onion,produce,fresh vegetables
12200,White Onion,produce,fresh vegetables
14585,White Onion,produce,fresh vegetables
19828,White Onion,produce,fresh vegetables
4562,European Cucumber,produce,fresh vegetables
17829,European Cucumber,produce,fresh vegetables
4590,Organic Green Leaf Lettuce,produce,fresh vegetables
12462,Organic Green Leaf Lettuce,produce,fresh vegetables
22921,Organic Green Leaf Lettuce,produce,fresh vegetables
4637,Garnet Sweet Potato (Yam),produce,fresh vegetables
4637,Sweet Potato (Yam),produce,fresh vegetables
21464,Sweet Potato (Yam),produce,fresh vegetables
4637,Cello Carrots,produce,fresh vegetables
4680,Organic Red Cabbage,produce,fresh vegetables
7627,Organic Red Cabbage,produce,fresh vegetables
16224,Organic Red Cabbage,produce,fresh vegetables
4680,Organic Dandelion Greens,produce,fresh vegetables
7049,Organic Dandelion Greens,produce,fresh vegetables
7627,Organic Dandelion Greens,produce,fresh vegetables
7657,Organic Dandelion Greens,produce,fresh vegetables
4680,Turmeric Root,produce,fresh vegetables
9297,Turmeric Root,produce,fresh vegetables
24968,Turmeric Root,produce,fresh vegetables
4726,Red Cabbage,produce,fresh vegetables
13110,Red Cabbage,produce,fresh vegetables
4726,Cauliflower,produce,fresh vegetables
13110,Cauliflower,produce,fresh vegetables
16303,Cauliflower,produce,fresh vegetables
19236,Cauliflower,produce,fresh vegetables
22035,Cauliflower,produce,fresh vegetables
4726,Butternut Squash,produce,fresh vegetables
5846,Butternut Squash,produce,fresh vegetables
16152,Butternut Squash,produce,fresh vegetables
17982,Butternut Squash,produce,fresh vegetables
4790,Iceberg Lettuce,produce,fresh vegetables
5459,Iceberg Lettuce,produce,fresh vegetables
15701,Iceberg Lettuce,produce,fresh vegetables
4801,Baby Brussels Sprouts,produce,fresh vegetables
4827,Jalapeno Peppers,produce,fresh vegetables
5933,Jalapeno Peppers,produce,fresh vegetables
8216,Jalapeno Peppers,produce,fresh vegetables
10362,Jalapeno Peppers,produce,fresh vegetables
10414,Jalapeno Peppers,produce,fresh vegetables
10859,Jalapeno Peppers,produce,fresh vegetables
13110,Jalapeno Peppers,produce,fresh vegetables
14988,Jalapeno Peppers,produce,fresh vegetables
15131,Jalapeno Peppers,produce,fresh vegetables
16910,Jalapeno Peppers,produce,fresh vegetables
18731,Jalapeno Peppers,produce,fresh vegetables
4918,Sliced Mushrooms,produce,fresh vegetables
7615,Sliced Mushrooms,produce,fresh vegetables
4984,Poblano Pepper,produce,fresh vegetables
21778,Poblano Pepper,produce,fresh vegetables
5116,Organic Jalapeno Pepper,produce,fresh vegetables
6900,Organic Jalapeno Pepper,produce,fresh vegetables
7034,Organic Jalapeno Pepper,produce,fresh vegetables
12594,Organic Jalapeno Pepper,produce,fresh vegetables
14142,Organic Jalapeno Pepper,produce,fresh vegetables
19385,Organic Jalapeno Pepper,produce,fresh vegetables
23412,Organic Jalapeno Pepper,produce,fresh vegetables
5117,Organic Broccoli Crowns,produce,fresh vegetables
14142,Organic Broccoli Crowns,produce,fresh vegetables
17207,Organic Broccoli Crowns,produce,fresh vegetables
17741,Organic Broccoli Crowns,produce,fresh vegetables
18675,Organic Broccoli Crowns,produce,fresh vegetables
20755,Organic Broccoli Crowns,produce,fresh vegetables
25604,Organic Broccoli Crowns,produce,fresh vegetables
5299,Orange Bell Pepper,produce,fresh vegetables
6199,Orange Bell Pepper,produce,fresh vegetables
11490,Orange Bell Pepper,produce,fresh vegetables
12723,Orange Bell Pepper,produce,fresh vegetables
12950,Orange Bell Pepper,produce,fresh vegetables
14142,Orange Bell Pepper,produce,fresh vegetables
19098,Orange Bell Pepper,produce,fresh vegetables
20755,Orange Bell Pepper,produce,fresh vegetables
21582,Orange Bell Pepper,produce,fresh vegetables
22032,Orange Bell Pepper,produce,fresh vegetables
23669,Orange Bell Pepper,produce,fresh vegetables
25428,Orange Bell Pepper,produce,fresh vegetables
5299,Sweet Potato Yam,produce,fresh vegetables
5719,Sweet Potato Yam,produce,fresh vegetables
5846,Sweet Potato Yam,produce,fresh vegetables
6199,Sweet Potato Yam,produce,fresh vegetables
20249,Sweet Potato Yam,produce,fresh vegetables
24778,Sweet Potato Yam,produce,fresh vegetables
5459,Butterhead Lettuce,produce,fresh vegetables
5459,Jicama,produce,fresh vegetables
5459,Large Greenhouse Tomato,produce,fresh vegetables
10362,Large Greenhouse Tomato,produce,fresh vegetables
5606,Vidalia Onions,produce,fresh vegetables
5660,Organic Large Green Asparagus,produce,fresh vegetables
7793,Organic Large Green Asparagus,produce,fresh vegetables
9720,Organic Large Green Asparagus,produce,fresh vegetables
10208,Organic Large Green Asparagus,produce,fresh vegetables
16824,Organic Large Green Asparagus,produce,fresh vegetables
17683,Organic Large Green Asparagus,produce,fresh vegetables
20632,Organic Large Green Asparagus,produce,fresh vegetables
21223,Organic Large Green Asparagus,produce,fresh vegetables
5739,Yellow Onions,produce,fresh vegetables
5846,Yellow Onions,produce,fresh vegetables
6199,Yellow Onions,produce,fresh vegetables
6861,Yellow Onions,produce,fresh vegetables
7177,Yellow Onions,produce,fresh vegetables
7746,Yellow Onions,produce,fresh vegetables
9294,Yellow Onions,produce,fresh vegetables
11282,Yellow Onions,produce,fresh vegetables
15019,Yellow Onions,produce,fresh vegetables
15131,Yellow Onions,produce,fresh vegetables
16117,Yellow Onions,produce,fresh vegetables
16152,Yellow Onions,produce,fresh vegetables
19236,Yellow Onions,produce,fresh vegetables
19465,Yellow Onions,produce,fresh vegetables
20667,Yellow Onions,produce,fresh vegetables
22167,Yellow Onions,produce,fresh vegetables
22250,Yellow Onions,produce,fresh vegetables
5846,Savoy Cabbage,produce,fresh vegetables
13110,Savoy Cabbage,produce,fresh vegetables
5846,Green Onions,produce,fresh vegetables
10146,Green Onions,produce,fresh vegetables
10542,Green Onions,produce,fresh vegetables
16128,Green Onions,produce,fresh vegetables
17374,Green Onions,produce,fresh vegetables
19515,Green Onions,produce,fresh vegetables
6096,Snow Peas,produce,fresh vegetables
16139,Snow Peas,produce,fresh vegetables
6096,Yellow Grape Tomatoes,produce,fresh vegetables
6842,Yellow Grape Tomatoes,produce,fresh vegetables
7876,Yellow Grape Tomatoes,produce,fresh vegetables
10162,Yellow Grape Tomatoes,produce,fresh vegetables
6485,Organic Zucchini Spirals,produce,fresh vegetables
11168,Organic Zucchini Spirals,produce,fresh vegetables
15168,Organic Zucchini Spirals,produce,fresh vegetables
19345,Organic Zucchini Spirals,produce,fresh vegetables
6693,Arugula,produce,fresh vegetables
6764,Organic Baby Kale,produce,fresh vegetables
7049,Organic Baby Kale,produce,fresh vegetables
16152,Organic Baby Kale,produce,fresh vegetables
19097,Organic Baby Kale,produce,fresh vegetables
6861,Organic Whole White Mushrooms,produce,fresh vegetables
6900,Organic Leek,produce,fresh vegetables
9078,Organic Leek,produce,fresh vegetables
10362,Organic Leek,produce,fresh vegetables
10414,Organic Leek,produce,fresh vegetables
12768,Organic Leek,produce,fresh vegetables
20632,Organic Leek,produce,fresh vegetables
22032,Organic Leek,produce,fresh vegetables
22054,Organic Leek,produce,fresh vegetables
25428,Organic Leek,produce,fresh vegetables
6935,Heirloom Tomato,produce,fresh vegetables
21463,Heirloom Tomato,produce,fresh vegetables
6936,Organic Butternut Squash,produce,fresh vegetables
7755,Organic Butternut Squash,produce,fresh vegetables
11282,Organic Butternut Squash,produce,fresh vegetables
13586,Organic Butternut Squash,produce,fresh vegetables
15168,Organic Butternut Squash,produce,fresh vegetables
17637,Organic Butternut Squash,produce,fresh vegetables
23412,Organic Butternut Squash,produce,fresh vegetables
6948,Local Living Butter Lettuce,produce,fresh vegetables
6948,Romaine Lettuce,produce,fresh vegetables
11282,Romaine Lettuce,produce,fresh vegetables
14317,Romaine Lettuce,produce,fresh vegetables
19471,Romaine Lettuce,produce,fresh vegetables
7019,Organic Chard Green,produce,fresh vegetables
17637,Organic Chard Green,produce,fresh vegetables
7019,Organic Spinach Bunch,produce,fresh vegetables
7318,Organic Spinach Bunch,produce,fresh vegetables
10101,Organic Spinach Bunch,produce,fresh vegetables
10146,Organic Spinach Bunch,produce,fresh vegetables
17637,Organic Spinach Bunch,produce,fresh vegetables
17709,Organic Spinach Bunch,produce,fresh vegetables
17829,Organic Spinach Bunch,produce,fresh vegetables
7266,Bunny-Luv Organic Carrots,produce,fresh vegetables
7386,Parsnip,produce,fresh vegetables
15168,Parsnip,produce,fresh vegetables
7464,Celery,produce,fresh vegetables
13825,Celery,produce,fresh vegetables
14585,Celery,produce,fresh vegetables
15701,Celery,produce,fresh vegetables
19236,Celery,produce,fresh vegetables
7559,White Potato,produce,fresh vegetables
7746,Organic Green Onions,produce,fresh vegetables
8850,Organic Green Onions,produce,fresh vegetables
10101,Organic Green Onions,produce,fresh vegetables
7793,Organic Yellow Squash,produce,fresh vegetables
11759,Organic Yellow Squash,produce,fresh vegetables
8376,Collard Greens,produce,fresh vegetables
8400,Gold Potato,produce,fresh vegetables
11930,Gold Potato,produce,fresh vegetables
8772,Organic Rainbow Chard Vegetable,produce,fresh vegetables
10667,Organic Rainbow Chard Vegetable,produce,fresh vegetables
18829,Organic Rainbow Chard Vegetable,produce,fresh vegetables
22800,Organic Rainbow Chard Vegetable,produce,fresh vegetables
8772,Organic Bunch Beets,produce,fresh vegetables
17152,Organic Bunch Beets,produce,fresh vegetables
17299,Organic Bunch Beets,produce,fresh vegetables
9017,Bag of Dutch Yellow Fingerling Potatoes,produce,fresh vegetables
9322,Golden Sweet Potato,produce,fresh vegetables
20319,Golden Sweet Potato,produce,fresh vegetables
9720,Organic Snipped Green Beans,produce,fresh vegetables
11724,Organic Snipped Green Beans,produce,fresh vegetables
23566,Organic Snipped Green Beans,produce,fresh vegetables
25525,Organic Snipped Green Beans,produce,fresh vegetables
9720,Baby Bok Choy,produce,fresh vegetables
19465,Baby Bok Choy,produce,fresh vegetables
10162,Organic Radicchio Castelfranco,produce,fresh vegetables
10286,Fennel,produce,fresh vegetables
10301,Organic Iceberg Lettuce,produce,fresh vegetables
21778,Organic Iceberg Lettuce,produce,fresh vegetables
10414,Portabella Mushroom,produce,fresh vegetables
10713,Organic Spaghetti Squash,produce,fresh vegetables
20385,Organic Spaghetti Squash,produce,fresh vegetables
21440,Organic Spaghetti Squash,produce,fresh vegetables
10812,Organic Zucchini Squash,produce,fresh vegetables
10812,Red Leaf Lettuce,produce,fresh vegetables
12538,Red Leaf Lettuce,produce,fresh vegetables
17196,Red Leaf Lettuce,produce,fresh vegetables
18778,Red Leaf Lettuce,produce,fresh vegetables
19874,Red Leaf Lettuce,produce,fresh vegetables
20137,Red Leaf Lettuce,produce,fresh vegetables
10818,Radish Bunch,produce,fresh vegetables
10859,"Dressing, Jersey Sweet Onion, Calorie Free",produce,fresh vegetables
17196,"Dressing, Jersey Sweet Onion, Calorie Free",produce,fresh vegetables
17637,"Dressing, Jersey Sweet Onion, Calorie Free",produce,fresh vegetables
19098,"Dressing, Jersey Sweet Onion, Calorie Free",produce,fresh vegetables
21847,"Dressing, Jersey Sweet Onion, Calorie Free",produce,fresh vegetables
22440,"Dressing, Jersey Sweet Onion, Calorie Free",produce,fresh vegetables
10889,Kale Greens Bunch,produce,fresh vegetables
10905,Kumato Tomatoes,produce,fresh vegetables
22186,Kumato Tomatoes,produce,fresh vegetables
10905,Organic Persian Cucumber,produce,fresh vegetables
15664,Organic Persian Cucumber,produce,fresh vegetables
11052,Fresh Asparagus,produce,fresh vegetables
11098,Organic Sugar Snap Peas,produce,fresh vegetables
11168,Organic Sweet Potato Spirals,produce,fresh vegetables
11490,Cut Tulips (Choose Color),produce,fresh vegetables
14951,Cut Tulips (Choose Color),produce,fresh vegetables
12123,Organic Crimini Mushrooms,produce,fresh vegetables
12151,Organic Bagged Carrots,produce,fresh vegetables
12436,Organic Bagged Carrots,produce,fresh vegetables
19098,Organic Bagged Carrots,produce,fresh vegetables
20249,Organic Bagged Carrots,produce,fresh vegetables
20253,Organic Bagged Carrots,produce,fresh vegetables
12538,Organic Bunch Arugula,produce,fresh vegetables
12743,Artichokes,produce,fresh vegetables
18620,Artichokes,produce,fresh vegetables
20162,Artichokes,produce,fresh vegetables
25006,Artichokes,produce,fresh vegetables
12768,Radish,produce,fresh vegetables
21417,Radish,produce,fresh vegetables
12770,Glory's Sweet Cherry Tomatoes,produce,fresh vegetables
12875,Organic Yams,produce,fresh vegetables
19236,Organic Yams,produce,fresh vegetables
13315,Fresh Garlic,produce,fresh vegetables
13315,Asparagus Spears,produce,fresh vegetables
13315,Microwave-Ready Idaho Potato,produce,fresh vegetables
14170,Sweet Corn On The Cob,produce,fresh vegetables
16139,Sweet Corn On The Cob,produce,fresh vegetables
14172,Diced Red Onions,produce,fresh vegetables
14301,Yellow Straightneck Squash,produce,fresh vegetables
17610,Yellow Straightneck Squash,produce,fresh vegetables
14301,Zucchini Squash,produce,fresh vegetables
21464,Zucchini Squash,produce,fresh vegetables
24259,Zucchini Squash,produce,fresh vegetables
15367,Organic Alfalfa Sprouts,produce,fresh vegetables
15701,Russet Potato Bag,produce,fresh vegetables
16281,Baby Boomer Fresh Creamer Potatoes,produce,fresh vegetables
16428,Organic Broccoli Crown,produce,fresh vegetables
16452,Shishito Peppers,produce,fresh vegetables
16726,Campari Tomato,produce,fresh vegetables
16824,Organic Hass Avocado Bag,produce,fresh vegetables
17047,Organic Celery,produce,fresh vegetables
20179,Organic Celery,produce,fresh vegetables
17152,Organic Beefsteak Tomato,produce,fresh vegetables
17207,Shiitake Mushroom,produce,fresh vegetables
19515,Shiitake Mushroom,produce,fresh vegetables
21778,Shiitake Mushroom,produce,fresh vegetables
23077,Shiitake Mushroom,produce,fresh vegetables
17613,Organic Eggplant,produce,fresh vegetables
17741,Organic Whole Crimini Mushrooms,produce,fresh vegetables
17829,California Cauliflower,produce,fresh vegetables
18675,California Cauliflower,produce,fresh vegetables
17829,Bok Choy,produce,fresh vegetables
19828,Bok Choy,produce,fresh vegetables
18207,Bicolor Sweet Corn,produce,fresh vegetables
18400,Organic Purple Kale,produce,fresh vegetables
19004,Organic Yukon Gold Potato,produce,fresh vegetables
19145,Hydroponic Bibb Lettuce,produce,fresh vegetables
19236,Jalapeno Pepper,produce,fresh vegetables
21778,Jalapeno Pepper,produce,fresh vegetables
19236,Jack Habanero Cheese,produce,fresh vegetables
19236,Mini Sweet Peppers,produce,fresh vegetables
19236,Portabella Mushroom Caps,produce,fresh vegetables
19271,Potato Yukon Gold Organic,produce,fresh vegetables
20258,Potato Yukon Gold Organic,produce,fresh vegetables
23046,Potato Yukon Gold Organic,produce,fresh vegetables
20667,Russet Potatoes,produce,fresh vegetables
20911,Broccoli Bunch,produce,fresh vegetables
21270,Acorn Squash,produce,fresh vegetables
23744,Acorn Squash,produce,fresh vegetables
21417,Grape Tomatoes,produce,fresh vegetables
21463,Organic Arugula,produce,fresh vegetables
21847,Organic Brown Clamshell Specialty Mushrooms,produce,fresh vegetables
22186,Fancy Eggplant,produce,fresh vegetables
23294,Fancy Eggplant,produce,fresh vegetables
22186,Organic Rainbow Chard Bunch,produce,fresh vegetables
22800,Wild Wonders Medley Tomato,produce,fresh vegetables
22800,Beets Bunch,produce,fresh vegetables
22875,Organic Orange Bell Pepper,produce,fresh vegetables
23077,Organic Maitake Mushrooms,produce,fresh vegetables
23077,Oyster Mushrooms,produce,fresh vegetables
23598,Oyster Mushrooms,produce,fresh vegetables
23412,Organic Yellow Zucchini,produce,fresh vegetables
23669,"Butterhead (Boston, Butter, Bibb) Lettuce",produce,fresh vegetables
23744,100% Baby Kale,produce,fresh vegetables
23813,Hot House Seedless Cucumbers,produce,fresh vegetables
23887,Cauliflower Head,produce,fresh vegetables
24239,Tomato Yellow Cherry,produce,fresh vegetables
24482,Mini Peeled Carrots,produce,fresh vegetables
24862,Organic Green Kale,produce,fresh vegetables
1,Bag of Organic Bananas,produce,fresh fruits
98,Bag of Organic Bananas,produce,fresh fruits
170,Bag of Organic Bananas,produce,fresh fruits
1077,Bag of Organic Bananas,produce,fresh fruits
1325,Bag of Organic Bananas,produce,fresh fruits
1335,Bag of Organic Bananas,produce,fresh fruits
1342,Bag of Organic Bananas,produce,fresh fruits
1890,Bag of Organic Bananas,produce,fresh fruits
1955,Bag of Organic Bananas,produce,fresh fruits
2029,Bag of Organic Bananas,produce,fresh fruits
2087,Bag of Organic Bananas,produce,fresh fruits
2445,Bag of Organic Bananas,produce,fresh fruits
2603,Bag of Organic Bananas,produce,fresh fruits
2822,Bag of Organic Bananas,produce,fresh fruits
3010,Bag of Organic Bananas,produce,fresh fruits
3091,Bag of Organic Bananas,produce,fresh fruits
3484,Bag of Organic Bananas,produce,fresh fruits
3649,Bag of Organic Bananas,produce,fresh fruits
4006,Bag of Organic Bananas,produce,fresh fruits
4201,Bag of Organic Bananas,produce,fresh fruits
4347,Bag of Organic Bananas,produce,fresh fruits
4695,Bag of Organic Bananas,produce,fresh fruits
4801,Bag of Organic Bananas,produce,fresh fruits
4885,Bag of Organic Bananas,produce,fresh fruits
5939,Bag of Organic Bananas,produce,fresh fruits
6286,Bag of Organic Bananas,produce,fresh fruits
6394,Bag of Organic Bananas,produce,fresh fruits
6434,Bag of Organic Bananas,produce,fresh fruits
6549,Bag of Organic Bananas,produce,fresh fruits
6804,Bag of Organic Bananas,produce,fresh fruits
6971,Bag of Organic Bananas,produce,fresh fruits
7019,Bag of Organic Bananas,produce,fresh fruits
7793,Bag of Organic Bananas,produce,fresh fruits
8513,Bag of Organic Bananas,produce,fresh fruits
8595,Bag of Organic Bananas,produce,fresh fruits
9078,Bag of Organic Bananas,produce,fresh fruits
10301,Bag of Organic Bananas,produce,fresh fruits
10362,Bag of Organic Bananas,produce,fresh fruits
11114,Bag of Organic Bananas,produce,fresh fruits
11286,Bag of Organic Bananas,produce,fresh fruits
11552,Bag of Organic Bananas,produce,fresh fruits
11650,Bag of Organic Bananas,produce,fresh fruits
12200,Bag of Organic Bananas,produce,fresh fruits
12480,Bag of Organic Bananas,produce,fresh fruits
12538,Bag of Organic Bananas,produce,fresh fruits
12562,Bag of Organic Bananas,produce,fresh fruits
12723,Bag of Organic Bananas,produce,fresh fruits
13365,Bag of Organic Bananas,produce,fresh fruits
13746,Bag of Organic Bananas,produce,fresh fruits
13988,Bag of Organic Bananas,produce,fresh fruits
13998,Bag of Organic Bananas,produce,fresh fruits
14126,Bag of Organic Bananas,produce,fresh fruits
14654,Bag of Organic Bananas,produce,fresh fruits
14922,Bag of Organic Bananas,produce,fresh fruits
14988,Bag of Organic Bananas,produce,fresh fruits
15044,Bag of Organic Bananas,produce,fresh fruits
15168,Bag of Organic Bananas,produce,fresh fruits
16139,Bag of Organic Bananas,produce,fresh fruits
16726,Bag of Organic Bananas,produce,fresh fruits
16824,Bag of Organic Bananas,produce,fresh fruits
17610,Bag of Organic Bananas,produce,fresh fruits
17613,Bag of Organic Bananas,produce,fresh fruits
17637,Bag of Organic Bananas,produce,fresh fruits
17683,Bag of Organic Bananas,produce,fresh fruits
17741,Bag of Organic Bananas,produce,fresh fruits
18207,Bag of Organic Bananas,produce,fresh fruits
18400,Bag of Organic Bananas,produce,fresh fruits
18905,Bag of Organic Bananas,produce,fresh fruits
18975,Bag of Organic Bananas,produce,fresh fruits
19314,Bag of Organic Bananas,produce,fresh fruits
19515,Bag of Organic Bananas,produce,fresh fruits
19543,Bag of Organic Bananas,produce,fresh fruits
19758,Bag of Organic Bananas,produce,fresh fruits
20137,Bag of Organic Bananas,produce,fresh fruits
20162,Bag of Organic Bananas,produce,fresh fruits
20340,Bag of Organic Bananas,produce,fresh fruits
20444,Bag of Organic Bananas,produce,fresh fruits
20813,Bag of Organic Bananas,produce,fresh fruits
21029,Bag of Organic Bananas,produce,fresh fruits
21464,Bag of Organic Bananas,produce,fresh fruits
21582,Bag of Organic Bananas,produce,fresh fruits
21708,Bag of Organic Bananas,produce,fresh fruits
21746,Bag of Organic Bananas,produce,fresh fruits
22035,Bag of Organic Bananas,produce,fresh fruits
22054,Bag of Organic Bananas,produce,fresh fruits
22150,Bag of Organic Bananas,produce,fresh fruits
22186,Bag of Organic Bananas,produce,fresh fruits
22596,Bag of Organic Bananas,produce,fresh fruits
22893,Bag of Organic Bananas,produce,fresh fruits
22921,Bag of Organic Bananas,produce,fresh fruits
23084,Bag of Organic Bananas,produce,fresh fruits
23329,Bag of Organic Bananas,produce,fresh fruits
23408,Bag of Organic Bananas,produce,fresh fruits
23412,Bag of Organic Bananas,produce,fresh fruits
24230,Bag of Organic Bananas,produce,fresh fruits
24431,Bag of Organic Bananas,produce,fresh fruits
24467,Bag of Organic Bananas,produce,fresh fruits
24898,Bag of Organic Bananas,produce,fresh fruits
24968,Bag of Organic Bananas,produce,fresh fruits
25219,Bag of Organic Bananas,produce,fresh fruits
25525,Bag of Organic Bananas,produce,fresh fruits
25641,Bag of Organic Bananas,produce,fresh fruits
1,Organic Hass Avocado,produce,fresh fruits
112,Organic Hass Avocado,produce,fresh fruits
878,Organic Hass Avocado,produce,fresh fruits
1143,Organic Hass Avocado,produce,fresh fruits
1335,Organic Hass Avocado,produce,fresh fruits
1468,Organic Hass Avocado,produce,fresh fruits
2869,Organic Hass Avocado,produce,fresh fruits
2937,Organic Hass Avocado,produce,fresh fruits
3010,Organic Hass Avocado,produce,fresh fruits
3484,Organic Hass Avocado,produce,fresh fruits
3527,Organic Hass Avocado,produce,fresh fruits
4234,Organic Hass Avocado,produce,fresh fruits
4347,Organic Hass Avocado,produce,fresh fruits
4494,Organic Hass Avocado,produce,fresh fruits
5044,Organic Hass Avocado,produce,fresh fruits
5459,Organic Hass Avocado,produce,fresh fruits
5731,Organic Hass Avocado,produce,fresh fruits
5743,Organic Hass Avocado,produce,fresh fruits
6286,Organic Hass Avocado,produce,fresh fruits
6394,Organic Hass Avocado,produce,fresh fruits
6845,Organic Hass Avocado,produce,fresh fruits
6971,Organic Hass Avocado,produce,fresh fruits
7044,Organic Hass Avocado,produce,fresh fruits
7049,Organic Hass Avocado,produce,fresh fruits
7724,Organic Hass Avocado,produce,fresh fruits
7793,Organic Hass Avocado,produce,fresh fruits
10371,Organic Hass Avocado,produce,fresh fruits
11114,Organic Hass Avocado,produce,fresh fruits
11650,Organic Hass Avocado,produce,fresh fruits
11759,Organic Hass Avocado,produce,fresh fruits
12723,Organic Hass Avocado,produce,fresh fruits
12887,Organic Hass Avocado,produce,fresh fruits
13746,Organic Hass Avocado,produce,fresh fruits
14314,Organic Hass Avocado,produce,fresh fruits
14988,Organic Hass Avocado,produce,fresh fruits
15168,Organic Hass Avocado,produce,fresh fruits
15367,Organic Hass Avocado,produce,fresh fruits
15929,Organic Hass Avocado,produce,fresh fruits
17152,Organic Hass Avocado,produce,fresh fruits
17299,Organic Hass Avocado,produce,fresh fruits
17709,Organic Hass Avocado,produce,fresh fruits
